Id	Cluster	Interpretation	Family
178311	9	High standard deviation	Monitoring
178285	17	Primary vent	Compressor
178267	11	Out of normal range	Monitoring
178325	15	Speed	Clutch
178300	21	Gas	Turbine
178346	26	Gas	Seal
178320	7	Sump/Scavange	Oil
178352	29	Fuel gas	Combustion
178378	2	Acquisition loop	Monitoring
178404	26	Gas	Seal
178432	13	Lean/Lean mode	Combustion
178472	35	Supply temperature	Oil
178483	14	Tank level	OIl
178484	2	Acquisition loop	Monitoring
178446	22	Filter	Air
178494	2	Acquisition loop	Monitoring
178493	23	Resistence	Transmitter
178546	1	Vibration	Turbine
178533	9	High standard deviation	Monitoring
178522	24	Temperature	Bearing
178561	30	Temperature	Turbine
178551	21	Gas	Turbine
178579	30	Temperature	Turbine
178568	2	Acquisition loop	Monitoring
178580	4	Unrealistic trend	Monitoring
178592	1	Vibration	Turbine
178548	17	Primary vent	Compressor
178612	35	Supply temperature	Oil
178589	9	High standard deviation	Monitoring
178628	9	High standard deviation	Monitoring
178610	7	Sump/Scavange	Oil
178573	4	Unrealistic trend	Monitoring
178578	29	Fuel gas	Combustion
178581	14	Tank level	OIl
178619	4	Unrealistic trend	Monitoring
178645	30	Temperature	Turbine
178653	8	Mineral oil filter pressure	Oil
178655	25	Tank pressure	Oil
178644	35	Supply temperature	Oil
178586	23	Resistence	Transmitter
178611	17	Primary vent	Compressor
178652	11	Out of normal range	Monitoring
178601	15	Speed	Clutch
178664	30	Temperature	Turbine
178681	4	Unrealistic trend	Monitoring
178693	34	Bleed	Valve
178707	34	Bleed	Valve
178704	17	Primary vent	Compressor
178715	7	Sump/Scavange	Oil
178685	4	Unrealistic trend	Monitoring
178699	2	Acquisition loop	Monitoring
178719	35	Supply temperature	Oil
178684	29	Fuel gas	Combustion
178718	34	Bleed	Valve
178712	9	High standard deviation	Monitoring
178687	17	Primary vent	Compressor
178754	32	Consumption	Oil
178750	35	Supply temperature	Oil
178725	2	Acquisition loop	Monitoring
178711	23	Resistence	Transmitter
178731	17	Primary vent	Compressor
178740	14	Tank level	OIl
178788	9	High standard deviation	Monitoring
178802	3	Header temperature	Oil
178745	30	Temperature	Turbine
178758	11	Out of normal range	Monitoring
178833	16	ABAL system	Combustion
178782	22	Filter	Air
178844	21	Gas	Turbine
178827	1	Vibration	Turbine
178834	26	Gas	Seal
178878	34	Bleed	Valve
178910	7	Sump/Scavange	Oil
178914	4	Unrealistic trend	Monitoring
178896	9	High standard deviation	Monitoring
178912	2	Acquisition loop	Monitoring
178950	34	Bleed	Valve
178907	27	Damage	Bearing
178917	9	High standard deviation	Monitoring
178913	25	Tank pressure	Oil
178919	8	Mineral oil filter pressure	Oil
178964	6	Antisurge	Valve
178995	21	Gas	Turbine
178982	11	Out of normal range	Monitoring
178973	34	Bleed	Valve
178991	1	Vibration	Turbine
179002	27	Damage	Bearing
179018	30	Temperature	Turbine
179013	16	ABAL system	Combustion
179022	9	High standard deviation	Monitoring
179027	22	Filter	Air
179073	4	Unrealistic trend	Monitoring
179104	28	Flame	Combustion
179103	30	Temperature	Turbine
179079	2	Acquisition loop	Monitoring
179014	19	 Exhaust thermocouple	Turbine
179017	10	Drive end	Compressor
179025	30	Temperature	Turbine
179106	8	Mineral oil filter pressure	Oil
179127	19	 Exhaust thermocouple	Turbine
179100	17	Primary vent	Compressor
179099	19	 Exhaust thermocouple	Turbine
179111	2	Acquisition loop	Monitoring
179120	9	High standard deviation	Monitoring
179153	22	Filter	Air
179119	30	Temperature	Turbine
179110	30	Temperature	Turbine
179152	28	Flame	Combustion
179203	14	Tank level	OIl
179204	34	Bleed	Valve
179189	4	Unrealistic trend	Monitoring
179195	15	Speed	Clutch
179185	4	Unrealistic trend	Monitoring
179147	16	ABAL system	Combustion
179196	29	Fuel gas	Combustion
179198	21	Gas	Turbine
179210	17	Primary vent	Compressor
179206	4	Unrealistic trend	Monitoring
179208	3	Header temperature	Oil
179207	28	Flame	Combustion
179230	28	Flame	Combustion
179200	14	Tank level	OIl
179220	28	Flame	Combustion
179246	35	Supply temperature	Oil
179238	35	Supply temperature	Oil
179338	26	Gas	Seal
179331	30	Temperature	Turbine
179231	21	Gas	Turbine
179235	31	Significantly different	Monitoring
179262	4	Unrealistic trend	Monitoring
179272	27	Damage	Bearing
179291	35	Supply temperature	Oil
179302	27	Damage	Bearing
179270	16	ABAL system	Combustion
179305	2	Acquisition loop	Monitoring
179306	27	Damage	Bearing
179332	25	Tank pressure	Oil
179413	9	High standard deviation	Monitoring
179326	2	Acquisition loop	Monitoring
179343	16	ABAL system	Combustion
179337	22	Filter	Air
179289	5	Speed shaft	GearBox
179322	13	Lean/Lean mode	Combustion
179351	31	Significantly different	Monitoring
179356	30	Temperature	Turbine
179327	31	Significantly different	Monitoring
179359	30	Temperature	Turbine
179319	18	Ventilation	Turbine
179357	9	High standard deviation	Monitoring
179309	30	Temperature	Turbine
179344	2	Acquisition loop	Monitoring
179340	5	Speed shaft	GearBox
179354	30	Temperature	Turbine
179355	29	Fuel gas	Combustion
179360	21	Gas	Turbine
179370	4	Unrealistic trend	Monitoring
179418	7	Sump/Scavange	Oil
179419	11	Out of normal range	Monitoring
179399	15	Speed	Clutch
179401	18	Ventilation	Turbine
179404	4	Unrealistic trend	Monitoring
179408	9	High standard deviation	Monitoring
179435	18	Ventilation	Turbine
179439	26	Gas	Seal
179434	10	Drive end	Compressor
179444	30	Temperature	Turbine
179427	13	Lean/Lean mode	Combustion
179437	23	Resistence	Transmitter
179470	27	Damage	Bearing
179467	4	Unrealistic trend	Monitoring
179497	27	Damage	Bearing
179495	17	Primary vent	Compressor
179509	17	Primary vent	Compressor
179633	30	Temperature	Turbine
179496	14	Tank level	OIl
179511	34	Bleed	Valve
179503	16	ABAL system	Combustion
179505	27	Damage	Bearing
179558	34	Bleed	Valve
179527	4	Unrealistic trend	Monitoring
179550	35	Supply temperature	Oil
179537	3	Header temperature	Oil
179508	34	Bleed	Valve
179528	7	Sump/Scavange	Oil
179560	30	Temperature	Turbine
179532	9	High standard deviation	Monitoring
179598	10	Drive end	Compressor
179590	14	Tank level	OIl
179585	4	Unrealistic trend	Monitoring
179617	7	Sump/Scavange	Oil
179594	4	Unrealistic trend	Monitoring
179629	9	High standard deviation	Monitoring
179588	1	Vibration	Turbine
179591	5	Speed shaft	GearBox
179670	17	Primary vent	Compressor
179679	30	Temperature	Turbine
179665	9	High standard deviation	Monitoring
179672	2	Acquisition loop	Monitoring
179648	34	Bleed	Valve
179688	4	Unrealistic trend	Monitoring
179696	23	Resistence	Transmitter
179703	30	Temperature	Turbine
179731	4	Unrealistic trend	Monitoring
179720	18	Ventilation	Turbine
179723	11	Out of normal range	Monitoring
179716	2	Acquisition loop	Monitoring
179751	7	Sump/Scavange	Oil
179697	24	Temperature	Bearing
179736	11	Out of normal range	Monitoring
179714	2	Acquisition loop	Monitoring
179705	27	Damage	Bearing
179760	27	Damage	Bearing
179764	23	Resistence	Transmitter
179784	4	Unrealistic trend	Monitoring
179780	2	Acquisition loop	Monitoring
179923	1	Vibration	Turbine
179834	2	Acquisition loop	Monitoring
179861	26	Gas	Seal
179833	29	Fuel gas	Combustion
179790	4	Unrealistic trend	Monitoring
179845	15	Speed	Clutch
179850	34	Bleed	Valve
179800	26	Gas	Seal
179849	23	Resistence	Transmitter
179866	35	Supply temperature	Oil
179854	35	Supply temperature	Oil
179896	18	Ventilation	Turbine
179901	14	Tank level	OIl
179847	29	Fuel gas	Combustion
179846	29	Fuel gas	Combustion
179920	28	Flame	Combustion
179852	26	Gas	Seal
179882	4	Unrealistic trend	Monitoring
179900	15	Speed	Clutch
179918	4	Unrealistic trend	Monitoring
179961	23	Resistence	Transmitter
179874	29	Fuel gas	Combustion
179942	11	Out of normal range	Monitoring
179893	30	Temperature	Turbine
179965	26	Gas	Seal
179973	2	Acquisition loop	Monitoring
179951	30	Temperature	Turbine
179963	13	Lean/Lean mode	Combustion
180035	15	Speed	Clutch
179994	4	Unrealistic trend	Monitoring
180041	30	Temperature	Turbine
179977	34	Bleed	Valve
179999	34	Bleed	Valve
179997	28	Flame	Combustion
180030	9	High standard deviation	Monitoring
179995	27	Damage	Bearing
180022	13	Lean/Lean mode	Combustion
180014	4	Unrealistic trend	Monitoring
180095	26	Gas	Seal
180093	26	Gas	Seal
180079	8	Mineral oil filter pressure	Oil
180109	25	Tank pressure	Oil
180108	1	Vibration	Turbine
180102	4	Unrealistic trend	Monitoring
180107	19	 Exhaust thermocouple	Turbine
180086	4	Unrealistic trend	Monitoring
180587	13	Lean/Lean mode	Combustion
180146	26	Gas	Seal
180111	9	High standard deviation	Monitoring
180200	13	Lean/Lean mode	Combustion
180149	4	Unrealistic trend	Monitoring
180202	12	Discharge temperature	Compressor
180161	10	Drive end	Compressor
180217	18	Ventilation	Turbine
180189	4	Unrealistic trend	Monitoring
180215	14	Tank level	OIl
180192	25	Tank pressure	Oil
180172	9	High standard deviation	Monitoring
180201	33	Inlet pressure	Air
180203	9	High standard deviation	Monitoring
180229	15	Speed	Clutch
180221	26	Gas	Seal
180237	29	Fuel gas	Combustion
180256	29	Fuel gas	Combustion
180317	18	Ventilation	Turbine
180354	30	Temperature	Turbine
180310	29	Fuel gas	Combustion
180308	8	Mineral oil filter pressure	Oil
180372	5	Speed shaft	GearBox
180382	7	Sump/Scavange	Oil
180368	26	Gas	Seal
180383	28	Flame	Combustion
180321	17	Primary vent	Compressor
180353	9	High standard deviation	Monitoring
180412	26	Gas	Seal
180389	2	Acquisition loop	Monitoring
180465	16	ABAL system	Combustion
180481	33	Inlet pressure	Air
180464	28	Flame	Combustion
180467	4	Unrealistic trend	Monitoring
180517	9	High standard deviation	Monitoring
180487	2	Acquisition loop	Monitoring
180463	4	Unrealistic trend	Monitoring
180534	2	Acquisition loop	Monitoring
180535	23	Resistence	Transmitter
180538	2	Acquisition loop	Monitoring
180564	35	Supply temperature	Oil
180560	31	Significantly different	Monitoring
180655	29	Fuel gas	Combustion
180584	3	Header temperature	Oil
180540	15	Speed	Clutch
180612	9	High standard deviation	Monitoring
180600	9	High standard deviation	Monitoring
180586	8	Mineral oil filter pressure	Oil
180621	2	Acquisition loop	Monitoring
180628	2	Acquisition loop	Monitoring
180646	13	Lean/Lean mode	Combustion
180602	4	Unrealistic trend	Monitoring
180676	24	Temperature	Bearing
180694	5	Speed shaft	GearBox
180710	4	Unrealistic trend	Monitoring
180663	9	High standard deviation	Monitoring
180670	23	Resistence	Transmitter
180701	18	Ventilation	Turbine
180690	11	Out of normal range	Monitoring
180704	9	High standard deviation	Monitoring
180707	1	Vibration	Turbine
180644	4	Unrealistic trend	Monitoring
180724	29	Fuel gas	Combustion
180731	9	High standard deviation	Monitoring
180712	8	Mineral oil filter pressure	Oil
180721	26	Gas	Seal
180737	21	Gas	Turbine
180726	9	High standard deviation	Monitoring
180775	1	Vibration	Turbine
180758	2	Acquisition loop	Monitoring
180716	9	High standard deviation	Monitoring
180764	31	Significantly different	Monitoring
180781	11	Out of normal range	Monitoring
180727	6	Antisurge	Valve
180771	34	Bleed	Valve
180729	9	High standard deviation	Monitoring
180770	30	Temperature	Turbine
180799	14	Tank level	OIl
180795	22	Filter	Air
180778	9	High standard deviation	Monitoring
180772	4	Unrealistic trend	Monitoring
180821	4	Unrealistic trend	Monitoring
180789	17	Primary vent	Compressor
180816	21	Gas	Turbine
180825	21	Gas	Turbine
180826	10	Drive end	Compressor
180875	16	ABAL system	Combustion
180874	23	Resistence	Transmitter
180867	11	Out of normal range	Monitoring
180813	9	High standard deviation	Monitoring
180864	9	High standard deviation	Monitoring
180893	29	Fuel gas	Combustion
180900	4	Unrealistic trend	Monitoring
180886	30	Temperature	Turbine
180947	30	Temperature	Turbine
180894	4	Unrealistic trend	Monitoring
180957	9	High standard deviation	Monitoring
180912	7	Sump/Scavange	Oil
180917	11	Out of normal range	Monitoring
180949	20	Hydraulic oil filter pressure	Oil
180958	9	High standard deviation	Monitoring
180977	23	Resistence	Transmitter
180986	4	Unrealistic trend	Monitoring
180991	9	High standard deviation	Monitoring
180983	15	Speed	Clutch
181008	4	Unrealistic trend	Monitoring
181006	9	High standard deviation	Monitoring
181011	24	Temperature	Bearing
180998	23	Resistence	Transmitter
181007	23	Resistence	Transmitter
181004	23	Resistence	Transmitter
181000	11	Out of normal range	Monitoring
181027	4	Unrealistic trend	Monitoring
180989	35	Supply temperature	Oil
181059	35	Supply temperature	Oil
181062	30	Temperature	Turbine
181055	35	Supply temperature	Oil
181056	35	Supply temperature	Oil
181090	30	Temperature	Turbine
181031	4	Unrealistic trend	Monitoring
181071	9	High standard deviation	Monitoring
181108	9	High standard deviation	Monitoring
181086	18	Ventilation	Turbine
181127	2	Acquisition loop	Monitoring
181218	24	Temperature	Bearing
181126	26	Gas	Seal
181152	9	High standard deviation	Monitoring
181147	29	Fuel gas	Combustion
181139	18	Ventilation	Turbine
181135	12	Discharge temperature	Compressor
181130	19	 Exhaust thermocouple	Turbine
181188	22	Filter	Air
181189	33	Inlet pressure	Air
181172	30	Temperature	Turbine
181184	17	Primary vent	Compressor
181220	14	Tank level	OIl
181206	31	Significantly different	Monitoring
181232	4	Unrealistic trend	Monitoring
181231	9	High standard deviation	Monitoring
181221	30	Temperature	Turbine
181239	28	Flame	Combustion
181255	17	Primary vent	Compressor
181226	24	Temperature	Bearing
181233	9	High standard deviation	Monitoring
181268	21	Gas	Turbine
181316	26	Gas	Seal
181322	3	Header temperature	Oil
181315	3	Header temperature	Oil
181251	9	High standard deviation	Monitoring
181323	35	Supply temperature	Oil
181299	18	Ventilation	Turbine
181305	1	Vibration	Turbine
181307	1	Vibration	Turbine
181285	28	Flame	Combustion
181308	10	Drive end	Compressor
181353	9	High standard deviation	Monitoring
181376	8	Mineral oil filter pressure	Oil
181363	16	ABAL system	Combustion
181379	2	Acquisition loop	Monitoring
181404	24	Temperature	Bearing
181396	30	Temperature	Turbine
181354	18	Ventilation	Turbine
181350	18	Ventilation	Turbine
181401	28	Flame	Combustion
181378	31	Significantly different	Monitoring
181409	30	Temperature	Turbine
181437	35	Supply temperature	Oil
181456	4	Unrealistic trend	Monitoring
181462	30	Temperature	Turbine
181457	4	Unrealistic trend	Monitoring
181442	23	Resistence	Transmitter
181440	13	Lean/Lean mode	Combustion
181460	30	Temperature	Turbine
181466	34	Bleed	Valve
181546	1	Vibration	Turbine
181443	4	Unrealistic trend	Monitoring
181470	34	Bleed	Valve
181523	18	Ventilation	Turbine
181450	22	Filter	Air
181495	16	ABAL system	Combustion
181498	7	Sump/Scavange	Oil
181485	15	Speed	Clutch
181499	28	Flame	Combustion
181489	30	Temperature	Turbine
181516	30	Temperature	Turbine
181522	4	Unrealistic trend	Monitoring
181521	29	Fuel gas	Combustion
181545	22	Filter	Air
181541	26	Gas	Seal
181593	22	Filter	Air
181567	25	Tank pressure	Oil
181568	19	 Exhaust thermocouple	Turbine
181573	25	Tank pressure	Oil
181578	4	Unrealistic trend	Monitoring
181610	30	Temperature	Turbine
181559	35	Supply temperature	Oil
181614	23	Resistence	Transmitter
181665	11	Out of normal range	Monitoring
181647	35	Supply temperature	Oil
181639	4	Unrealistic trend	Monitoring
181689	23	Resistence	Transmitter
181669	29	Fuel gas	Combustion
181684	11	Out of normal range	Monitoring
181714	33	Inlet pressure	Air
181726	17	Primary vent	Compressor
181721	9	High standard deviation	Monitoring
181657	11	Out of normal range	Monitoring
181629	34	Bleed	Valve
181748	30	Temperature	Turbine
181774	11	Out of normal range	Monitoring
181754	11	Out of normal range	Monitoring
181771	11	Out of normal range	Monitoring
181712	17	Primary vent	Compressor
181695	4	Unrealistic trend	Monitoring
181747	4	Unrealistic trend	Monitoring
181751	7	Sump/Scavange	Oil
181743	14	Tank level	OIl
181784	16	ABAL system	Combustion
181782	30	Temperature	Turbine
181779	21	Gas	Turbine
181796	1	Vibration	Turbine
181825	17	Primary vent	Compressor
181834	17	Primary vent	Compressor
181889	26	Gas	Seal
181839	17	Primary vent	Compressor
181842	9	High standard deviation	Monitoring
181870	14	Tank level	OIl
181898	2	Acquisition loop	Monitoring
181793	29	Fuel gas	Combustion
181783	7	Sump/Scavange	Oil
181845	17	Primary vent	Compressor
181832	5	Speed shaft	GearBox
181893	4	Unrealistic trend	Monitoring
181841	29	Fuel gas	Combustion
181880	30	Temperature	Turbine
181909	8	Mineral oil filter pressure	Oil
181849	1	Vibration	Turbine
181875	11	Out of normal range	Monitoring
181847	23	Resistence	Transmitter
181923	35	Supply temperature	Oil
181925	14	Tank level	OIl
181938	23	Resistence	Transmitter
181922	2	Acquisition loop	Monitoring
181927	4	Unrealistic trend	Monitoring
181943	29	Fuel gas	Combustion
181907	4	Unrealistic trend	Monitoring
181942	4	Unrealistic trend	Monitoring
181941	34	Bleed	Valve
181931	28	Flame	Combustion
181949	4	Unrealistic trend	Monitoring
181974	11	Out of normal range	Monitoring
181969	17	Primary vent	Compressor
181924	5	Speed shaft	GearBox
181921	14	Tank level	OIl
181901	15	Speed	Clutch
182000	15	Speed	Clutch
181990	18	Ventilation	Turbine
181953	21	Gas	Turbine
182014	4	Unrealistic trend	Monitoring
181958	22	Filter	Air
181988	9	High standard deviation	Monitoring
182025	30	Temperature	Turbine
181972	11	Out of normal range	Monitoring
181936	2	Acquisition loop	Monitoring
181991	30	Temperature	Turbine
181948	9	High standard deviation	Monitoring
182004	23	Resistence	Transmitter
181950	31	Significantly different	Monitoring
181964	11	Out of normal range	Monitoring
181989	19	 Exhaust thermocouple	Turbine
181986	7	Sump/Scavange	Oil
182036	4	Unrealistic trend	Monitoring
182001	34	Bleed	Valve
182023	16	ABAL system	Combustion
182035	2	Acquisition loop	Monitoring
182062	29	Fuel gas	Combustion
182066	7	Sump/Scavange	Oil
182070	2	Acquisition loop	Monitoring
182075	9	High standard deviation	Monitoring
182074	1	Vibration	Turbine
182057	4	Unrealistic trend	Monitoring
182056	7	Sump/Scavange	Oil
182093	25	Tank pressure	Oil
182061	22	Filter	Air
182083	26	Gas	Seal
182114	9	High standard deviation	Monitoring
182143	14	Tank level	OIl
182112	17	Primary vent	Compressor
182130	7	Sump/Scavange	Oil
182154	23	Resistence	Transmitter
182285	34	Bleed	Valve
182129	29	Fuel gas	Combustion
182204	30	Temperature	Turbine
182169	10	Drive end	Compressor
182188	31	Significantly different	Monitoring
182179	24	Temperature	Bearing
182203	26	Gas	Seal
182262	4	Unrealistic trend	Monitoring
182193	30	Temperature	Turbine
182172	14	Tank level	OIl
182181	34	Bleed	Valve
182200	28	Flame	Combustion
182220	32	Consumption	Oil
182224	26	Gas	Seal
182296	4	Unrealistic trend	Monitoring
182265	4	Unrealistic trend	Monitoring
182284	15	Speed	Clutch
182217	9	High standard deviation	Monitoring
182294	14	Tank level	OIl
182267	9	High standard deviation	Monitoring
182291	9	High standard deviation	Monitoring
182318	30	Temperature	Turbine
182315	1	Vibration	Turbine
182362	24	Temperature	Bearing
182342	24	Temperature	Bearing
182302	4	Unrealistic trend	Monitoring
182325	31	Significantly different	Monitoring
182367	2	Acquisition loop	Monitoring
182298	4	Unrealistic trend	Monitoring
182363	16	ABAL system	Combustion
182334	29	Fuel gas	Combustion
182324	13	Lean/Lean mode	Combustion
182346	24	Temperature	Bearing
182378	2	Acquisition loop	Monitoring
182349	23	Resistence	Transmitter
182328	7	Sump/Scavange	Oil
182306	4	Unrealistic trend	Monitoring
182375	1	Vibration	Turbine
182421	23	Resistence	Transmitter
182380	19	 Exhaust thermocouple	Turbine
182442	13	Lean/Lean mode	Combustion
182396	23	Resistence	Transmitter
182379	30	Temperature	Turbine
182494	17	Primary vent	Compressor
182383	5	Speed shaft	GearBox
182431	2	Acquisition loop	Monitoring
182404	23	Resistence	Transmitter
182417	13	Lean/Lean mode	Combustion
182392	16	ABAL system	Combustion
182400	34	Bleed	Valve
182428	28	Flame	Combustion
182401	11	Out of normal range	Monitoring
182712	11	Out of normal range	Monitoring
182490	30	Temperature	Turbine
182402	9	High standard deviation	Monitoring
182475	9	High standard deviation	Monitoring
182429	4	Unrealistic trend	Monitoring
182469	24	Temperature	Bearing
182517	34	Bleed	Valve
182704	9	High standard deviation	Monitoring
182523	14	Tank level	OIl
182512	16	ABAL system	Combustion
182555	32	Consumption	Oil
182518	9	High standard deviation	Monitoring
182508	1	Vibration	Turbine
182513	30	Temperature	Turbine
182581	2	Acquisition loop	Monitoring
182563	23	Resistence	Transmitter
182507	1	Vibration	Turbine
182547	4	Unrealistic trend	Monitoring
182596	28	Flame	Combustion
182616	26	Gas	Seal
182672	21	Gas	Turbine
182681	34	Bleed	Valve
182680	30	Temperature	Turbine
182642	2	Acquisition loop	Monitoring
182690	2	Acquisition loop	Monitoring
182647	2	Acquisition loop	Monitoring
182621	16	ABAL system	Combustion
182663	17	Primary vent	Compressor
182427	4	Unrealistic trend	Monitoring
182709	4	Unrealistic trend	Monitoring
182705	34	Bleed	Valve
182721	15	Speed	Clutch
182725	1	Vibration	Turbine
182751	4	Unrealistic trend	Monitoring
182713	11	Out of normal range	Monitoring
182793	14	Tank level	OIl
182726	32	Consumption	Oil
182798	34	Bleed	Valve
182789	9	High standard deviation	Monitoring
182757	4	Unrealistic trend	Monitoring
182736	25	Tank pressure	Oil
182786	8	Mineral oil filter pressure	Oil
182808	3	Header temperature	Oil
182791	11	Out of normal range	Monitoring
182787	25	Tank pressure	Oil
182853	10	Drive end	Compressor
182815	30	Temperature	Turbine
182852	4	Unrealistic trend	Monitoring
182868	2	Acquisition loop	Monitoring
182849	26	Gas	Seal
182847	4	Unrealistic trend	Monitoring
182871	11	Out of normal range	Monitoring
182865	11	Out of normal range	Monitoring
182851	2	Acquisition loop	Monitoring
182888	4	Unrealistic trend	Monitoring
182873	26	Gas	Seal
182872	14	Tank level	OIl
182911	29	Fuel gas	Combustion
182909	3	Header temperature	Oil
182923	7	Sump/Scavange	Oil
182886	4	Unrealistic trend	Monitoring
182925	7	Sump/Scavange	Oil
182934	9	High standard deviation	Monitoring
182887	25	Tank pressure	Oil
182937	24	Temperature	Bearing
182905	9	High standard deviation	Monitoring
182894	25	Tank pressure	Oil
182964	34	Bleed	Valve
182929	30	Temperature	Turbine
182960	2	Acquisition loop	Monitoring
183052	34	Bleed	Valve
183039	23	Resistence	Transmitter
182999	2	Acquisition loop	Monitoring
183016	1	Vibration	Turbine
183037	9	High standard deviation	Monitoring
183009	4	Unrealistic trend	Monitoring
183032	31	Significantly different	Monitoring
183022	2	Acquisition loop	Monitoring
183043	9	High standard deviation	Monitoring
183064	9	High standard deviation	Monitoring
183059	2	Acquisition loop	Monitoring
183054	29	Fuel gas	Combustion
183088	35	Supply temperature	Oil
183079	2	Acquisition loop	Monitoring
183094	2	Acquisition loop	Monitoring
183086	9	High standard deviation	Monitoring
183114	25	Tank pressure	Oil
183074	21	Gas	Turbine
183128	10	Drive end	Compressor
183087	26	Gas	Seal
183124	2	Acquisition loop	Monitoring
183174	21	Gas	Turbine
183209	13	Lean/Lean mode	Combustion
183130	14	Tank level	OIl
183194	35	Supply temperature	Oil
183141	23	Resistence	Transmitter
183221	30	Temperature	Turbine
183187	29	Fuel gas	Combustion
183198	2	Acquisition loop	Monitoring
183253	5	Speed shaft	GearBox
183274	31	Significantly different	Monitoring
183275	7	Sump/Scavange	Oil
183309	34	Bleed	Valve
183302	34	Bleed	Valve
183292	29	Fuel gas	Combustion
183278	25	Tank pressure	Oil
183315	30	Temperature	Turbine
183286	25	Tank pressure	Oil
183335	30	Temperature	Turbine
183289	30	Temperature	Turbine
183344	34	Bleed	Valve
183339	29	Fuel gas	Combustion
183365	17	Primary vent	Compressor
183366	2	Acquisition loop	Monitoring
183387	30	Temperature	Turbine
183356	2	Acquisition loop	Monitoring
183417	14	Tank level	OIl
183367	28	Flame	Combustion
183591	30	Temperature	Turbine
183413	14	Tank level	OIl
183425	9	High standard deviation	Monitoring
183378	20	Hydraulic oil filter pressure	Oil
183434	23	Resistence	Transmitter
183393	2	Acquisition loop	Monitoring
183428	9	High standard deviation	Monitoring
183429	35	Supply temperature	Oil
183460	25	Tank pressure	Oil
183442	25	Tank pressure	Oil
183439	26	Gas	Seal
183536	30	Temperature	Turbine
183487	11	Out of normal range	Monitoring
183515	11	Out of normal range	Monitoring
183544	29	Fuel gas	Combustion
183535	25	Tank pressure	Oil
183561	29	Fuel gas	Combustion
183581	9	High standard deviation	Monitoring
183565	34	Bleed	Valve
183579	4	Unrealistic trend	Monitoring
183571	2	Acquisition loop	Monitoring
183586	11	Out of normal range	Monitoring
183595	30	Temperature	Turbine
183578	15	Speed	Clutch
183553	25	Tank pressure	Oil
183585	34	Bleed	Valve
183559	3	Header temperature	Oil
183630	29	Fuel gas	Combustion
183593	17	Primary vent	Compressor
183616	30	Temperature	Turbine
183614	30	Temperature	Turbine
183589	9	High standard deviation	Monitoring
183677	2	Acquisition loop	Monitoring
183688	7	Sump/Scavange	Oil
183651	26	Gas	Seal
183626	30	Temperature	Turbine
183686	9	High standard deviation	Monitoring
183678	35	Supply temperature	Oil
183643	2	Acquisition loop	Monitoring
183692	3	Header temperature	Oil
183711	21	Gas	Turbine
183727	30	Temperature	Turbine
183712	20	Hydraulic oil filter pressure	Oil
183734	16	ABAL system	Combustion
183682	27	Damage	Bearing
183740	22	Filter	Air
183745	7	Sump/Scavange	Oil
183725	35	Supply temperature	Oil
183747	21	Gas	Turbine
183749	21	Gas	Turbine
183730	25	Tank pressure	Oil
183773	5	Speed shaft	GearBox
183766	31	Significantly different	Monitoring
183801	16	ABAL system	Combustion
183765	17	Primary vent	Compressor
183761	15	Speed	Clutch
183854	19	 Exhaust thermocouple	Turbine
183805	16	ABAL system	Combustion
183778	1	Vibration	Turbine
183832	34	Bleed	Valve
183799	11	Out of normal range	Monitoring
183818	34	Bleed	Valve
183819	22	Filter	Air
183795	19	 Exhaust thermocouple	Turbine
183857	30	Temperature	Turbine
183842	4	Unrealistic trend	Monitoring
183883	17	Primary vent	Compressor
183843	35	Supply temperature	Oil
183828	17	Primary vent	Compressor
183838	8	Mineral oil filter pressure	Oil
183839	4	Unrealistic trend	Monitoring
183874	33	Inlet pressure	Air
183894	28	Flame	Combustion
183937	35	Supply temperature	Oil
183915	4	Unrealistic trend	Monitoring
183911	10	Drive end	Compressor
183907	34	Bleed	Valve
183948	4	Unrealistic trend	Monitoring
183933	30	Temperature	Turbine
183964	29	Fuel gas	Combustion
183955	4	Unrealistic trend	Monitoring
184002	30	Temperature	Turbine
183986	4	Unrealistic trend	Monitoring
184728	30	Temperature	Turbine
184009	4	Unrealistic trend	Monitoring
184013	14	Tank level	OIl
183993	28	Flame	Combustion
183997	20	Hydraulic oil filter pressure	Oil
184011	29	Fuel gas	Combustion
183981	30	Temperature	Turbine
183982	6	Antisurge	Valve
183992	9	High standard deviation	Monitoring
184001	16	ABAL system	Combustion
184056	21	Gas	Turbine
184047	11	Out of normal range	Monitoring
184042	3	Header temperature	Oil
184054	9	High standard deviation	Monitoring
184482	30	Temperature	Turbine
184093	9	High standard deviation	Monitoring
184074	28	Flame	Combustion
184078	3	Header temperature	Oil
184106	24	Temperature	Bearing
184072	23	Resistence	Transmitter
184081	7	Sump/Scavange	Oil
184126	29	Fuel gas	Combustion
184097	11	Out of normal range	Monitoring
184111	22	Filter	Air
184101	9	High standard deviation	Monitoring
184234	30	Temperature	Turbine
184122	17	Primary vent	Compressor
184134	4	Unrealistic trend	Monitoring
184168	4	Unrealistic trend	Monitoring
184484	5	Speed shaft	GearBox
184179	21	Gas	Turbine
184161	4	Unrealistic trend	Monitoring
184200	2	Acquisition loop	Monitoring
184230	11	Out of normal range	Monitoring
184210	21	Gas	Turbine
184239	21	Gas	Turbine
184263	26	Gas	Seal
184236	8	Mineral oil filter pressure	Oil
184222	32	Consumption	Oil
